,covid,covid19,litcovid,thcovid,healthcare,healthcares,innovation,innovationand,innovations,20policy,policy,policymaker,policymakers,policymaking
1367,3,0,0,0,1,0,1,0,0,0,2,0,0,0
1368,0,0,0,0,0,0,0,0,2,0,2,0,0,0
1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1371,4,0,0,0,1,0,0,0,0,0,1,0,0,0
1372,2,0,0,0,2,0,2,0,1,0,2,0,0,0
1373,1,0,0,0,0,0,0,0,1,0,2,0,0,0
1374,1,0,0,0,0,0,0,0,0,0,3,0,0,0
1375,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1376,3,0,0,0,0,0,0,0,1,0,0,0,0,0
1377,5,0,0,0,0,0,0,0,0,0,1,0,0,0
1378,1,0,0,0,1,0,2,0,0,0,0,0,0,0
1379,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1380,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1381,0,0,0,0,0,0,1,0,0,0,2,0,0,0
1382,2,0,0,0,0,0,0,0,1,0,2,0,0,0
1383,0,0,0,0,2,0,2,0,0,0,0,0,0,0
1384,0,0,0,0,1,0,1,0,1,0,0,0,0,0
1385,3,0,0,0,0,0,1,0,0,0,3,0,0,0
1386,4,0,0,0,1,0,0,0,1,0,1,0,0,0
1387,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1388,1,0,0,0,0,0,0,0,1,0,3,0,0,0
1389,2,0,0,0,0,0,0,0,0,0,1,0,1,0
1390,3,0,0,0,0,0,0,0,3,0,2,0,0,0
1391,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1392,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1393,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1394,2,0,0,0,0,0,0,0,0,0,1,0,0,0
1395,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1396,1,0,0,0,0,0,2,0,0,0,1,0,0,0
1397,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1398,2,0,0,0,1,0,1,0,0,0,0,0,0,0
1399,4,0,0,0,0,0,1,0,0,0,0,0,0,0
1400,2,0,0,0,0,0,0,0,0,0,1,0,0,0
1401,2,0,0,0,0,0,0,0,1,0,3,0,0,0
1402,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1403,2,0,0,0,4,0,0,0,0,0,0,0,0,0
1404,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1405,1,0,0,0,0,0,1,0,0,0,5,0,0,0
1406,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1408,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1409,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1410,2,0,0,0,0,0,1,0,0,0,4,0,0,0
1411,2,0,0,0,0,0,0,0,0,0,1,0,0,0
1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,2,0,0,0,4,0,1,0,0,0,0,0,1,0
1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,3,0,0,0,0,0,1,0,0,0,0,0,0,0
1416,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1417,3,0,0,0,0,0,0,0,1,0,0,0,0,0
1418,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1419,8,0,0,0,0,0,1,0,0,0,2,0,0,0
1420,4,0,0,0,0,0,1,0,0,0,0,0,1,0
1421,5,0,0,0,0,0,0,0,1,0,2,0,0,0
1422,2,0,0,0,0,0,0,0,0,0,1,0,0,0
1423,1,0,0,0,0,0,1,0,0,0,3,0,0,0
1424,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1425,4,0,0,0,12,0,0,0,0,0,0,0,0,0
1426,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1427,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1430,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1431,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1433,7,0,0,0,0,0,0,0,0,0,1,0,0,0
1434,2,0,0,0,0,0,8,0,0,0,0,0,0,0
1435,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1436,2,0,0,0,0,0,2,0,0,0,2,0,0,0
1437,2,0,0,0,0,0,0,0,1,0,1,0,0,0
1438,2,0,0,0,3,0,0,0,0,0,1,0,0,0
1439,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1440,5,0,0,0,2,0,0,0,0,0,1,0,0,0
1441,1,0,0,0,0,0,0,0,1,0,2,0,0,0
1442,2,0,0,0,3,0,0,0,0,0,0,0,0,0
1443,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1444,2,0,0,0,0,0,3,0,0,0,2,0,0,0
1445,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1446,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1447,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1448,3,0,0,0,1,0,0,0,0,0,0,0,0,0
1449,3,0,0,0,0,0,1,0,0,0,1,0,0,0
1450,2,0,0,0,0,0,1,0,0,0,0,0,0,0
1451,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1453,2,0,0,0,0,0,0,0,0,0,1,0,0,0
1454,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1457,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1458,3,0,0,0,0,0,4,0,0,0,4,0,0,0
1459,1,0,0,0,2,0,0,0,0,0,0,0,0,0
1460,4,0,0,0,0,0,1,0,0,0,2,0,0,0
1461,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,5,0,0,0,0,0,1,0,0,0,0,0,0,0
1463,4,0,0,0,0,0,0,0,0,0,1,0,0,0
1464,3,0,0,0,0,0,1,0,0,0,0,0,0,0
1465,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1466,3,0,0,0,0,0,0,0,0,0,1,0,0,0
1467,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,2,0,0,0,3,1,1,0,0,0,0,0,1,0
1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,2,0,0,0,0,0,1,0,0,0,1,0,0,0
1473,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1474,1,0,0,0,0,0,0,0,0,0,3,0,0,0
1475,3,0,0,0,0,0,0,0,1,0,1,0,0,0
1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,1,0,0,0,0,0,1,0,0,0,2,0,0,0
1478,1,0,0,0,0,0,2,0,0,0,4,0,0,0
1479,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,3,0,0,0,0,0,1,0,0,0,0,0,0,0
1481,3,0,0,0,0,0,0,0,0,0,1,0,0,0
1482,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1483,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1484,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,9,0,0,0,0,0,1,0,0,0,1,0,0,0
1487,4,0,0,0,0,0,0,0,0,0,2,0,0,0
1488,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1489,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,1,0,0,0,0,0,1,0,0,0,3,0,1,0
1492,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1493,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1494,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1495,8,0,0,0,1,0,1,0,0,0,1,0,0,0
1496,1,0,0,0,0,0,1,0,0,0,2,0,0,0
1497,4,0,0,0,0,0,1,0,0,0,1,0,0,0
1498,0,0,0,0,0,0,1,0,0,0,4,0,0,0
1499,5,0,0,0,0,0,1,0,0,0,0,0,0,0
1500,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1501,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1502,4,0,0,0,0,0,1,0,0,0,1,0,0,0
1503,1,0,0,0,0,0,1,0,0,0,2,0,0,0
1504,4,0,0,0,0,0,1,0,0,0,1,0,1,0
1505,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1507,0,3,0,0,0,0,1,0,0,0,1,0,0,0
1508,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1510,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1511,1,0,0,0,0,0,1,0,0,0,14,0,1,0
1512,2,0,0,0,0,0,1,0,0,0,2,0,0,0
1513,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1514,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1515,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1516,6,0,0,0,0,0,0,0,0,0,1,0,1,0
1517,3,0,0,0,0,0,0,0,0,0,1,0,0,0
1518,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1519,1,0,0,0,0,0,1,0,0,0,4,0,0,0
1520,1,0,0,0,0,0,1,0,0,0,2,0,0,0
1521,1,0,0,0,0,0,2,0,0,0,3,0,0,0
1522,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,2,0,0,0,0,0,1,0,0,0,1,0,0,0
1524,2,0,0,0,0,0,1,0,0,0,0,0,0,0
1525,4,0,0,0,0,0,1,0,0,0,1,0,0,0
1526,4,0,0,0,0,0,1,0,0,0,1,0,0,0
1527,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1528,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1529,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1530,1,0,0,0,0,0,1,0,0,0,2,0,0,0
1531,2,0,0,0,2,0,1,0,1,0,0,0,0,0
1532,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1533,4,0,0,0,0,0,2,0,0,0,1,0,0,0
1534,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1535,4,0,0,0,1,0,0,0,1,0,0,0,0,0
1536,1,0,0,0,0,0,2,0,0,0,1,0,1,0
1537,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1538,4,0,0,0,1,0,1,0,0,0,2,0,0,0
