,covid,covid19,litcovid,thcovid,healthcare,healthcares,innovation,innovationand,innovations,20policy,policy,policymaker,policymakers,policymaking
451,2,0,0,0,0,0,0,0,1,0,2,0,0,0
452,1,0,0,0,0,0,1,0,0,0,0,0,0,0
453,1,0,0,0,0,0,2,0,0,0,1,0,0,0
454,4,0,0,0,0,0,1,0,1,0,1,0,0,0
455,0,0,0,0,0,0,1,0,0,0,1,0,0,0
456,1,0,0,0,0,0,2,0,0,0,7,0,0,0
457,1,0,0,0,0,0,2,0,0,0,0,0,0,0
458,1,0,0,0,4,0,1,0,0,0,1,0,0,2
459,2,0,0,0,0,0,1,0,0,0,1,0,0,0
460,4,0,0,0,1,0,1,0,1,0,0,0,0,0
461,5,0,0,0,0,0,1,0,0,0,1,0,0,0
462,0,0,0,0,0,0,2,0,0,0,1,0,0,0
463,1,0,0,0,0,0,0,0,1,0,0,0,0,0
464,1,0,0,0,0,0,0,0,1,0,3,0,0,0
465,3,0,0,0,0,0,0,0,0,0,1,0,0,0
466,1,0,0,0,5,0,0,0,0,0,0,0,0,0
467,1,0,0,0,0,0,0,0,1,0,1,0,0,0
468,3,0,0,0,0,0,2,0,0,0,1,0,0,0
469,1,0,0,0,0,0,1,0,1,0,0,0,0,0
470,1,0,0,0,0,0,1,0,0,0,0,0,1,0
471,0,0,0,0,0,0,1,0,0,0,0,0,0,0
472,5,0,0,0,0,0,0,0,1,0,0,0,0,0
473,2,0,0,0,0,0,1,0,0,0,1,0,0,0
474,1,0,0,0,0,0,0,0,1,0,1,0,0,0
475,3,0,0,0,0,0,0,0,1,0,1,0,0,0
476,1,0,0,0,1,0,4,0,0,0,2,0,0,0
477,4,0,0,0,0,0,1,0,0,0,1,0,0,0
478,1,0,0,0,0,0,5,0,0,0,0,0,1,0
479,2,0,0,0,1,0,3,0,0,0,1,0,0,0
480,1,0,0,0,0,0,1,0,0,0,0,0,0,0
481,2,0,0,0,0,0,3,0,3,0,0,0,0,0
482,2,0,0,0,0,0,1,0,0,0,1,0,0,0
483,1,0,0,0,0,0,1,0,0,0,2,0,0,0
484,1,0,0,0,0,0,0,0,0,0,3,0,0,0
485,4,0,0,0,0,0,1,0,0,0,1,0,0,0
486,1,0,0,0,0,0,0,0,1,0,5,0,0,0
487,1,0,0,0,0,0,2,0,0,0,0,0,0,0
488,0,0,0,0,0,0,0,0,1,0,1,0,0,0
489,2,0,0,0,0,0,2,0,0,0,2,0,0,0
490,1,0,0,0,0,0,0,0,1,0,1,0,0,0
491,1,0,0,0,0,0,2,0,0,0,0,0,0,0
492,3,0,0,0,0,0,1,0,1,0,1,0,0,0
493,1,0,0,0,0,0,1,0,0,0,1,0,0,0
494,6,0,0,0,0,0,0,0,1,0,1,0,0,0
495,1,0,0,0,0,0,1,0,0,0,3,0,0,0
496,1,0,0,0,0,0,0,0,0,0,2,0,0,0
497,3,0,0,0,0,0,0,0,0,0,1,0,0,0
498,1,0,0,0,0,0,0,0,1,0,1,0,0,0
499,1,0,0,0,0,0,2,0,0,0,1,0,0,0
500,1,0,0,0,0,0,1,0,0,0,1,0,0,0
501,3,0,0,0,0,0,0,0,0,0,0,0,0,0
502,2,0,0,0,0,0,5,0,0,0,1,0,0,0
503,1,0,0,0,0,0,1,0,0,0,1,0,1,0
504,7,0,0,0,0,0,1,0,0,0,1,0,2,0
505,2,0,0,0,0,0,1,0,0,0,1,0,0,0
506,3,0,0,0,0,0,1,0,1,0,0,0,0,0
507,0,0,0,0,0,0,1,0,0,0,1,0,0,0
508,1,0,0,0,0,0,2,0,0,0,0,0,1,0
509,1,0,0,0,0,0,1,0,0,0,2,0,0,0
510,3,0,0,0,0,0,1,0,0,0,1,0,0,0
511,1,0,0,0,0,0,0,0,0,0,0,0,0,0
512,1,0,0,0,0,0,0,0,1,0,0,0,0,0
513,7,0,0,0,2,0,1,0,0,0,0,0,0,0
514,1,0,0,0,0,0,0,0,2,0,0,0,0,0
515,1,0,0,0,0,0,1,0,0,0,2,0,0,0
516,2,0,0,0,4,0,4,0,0,0,1,0,0,0
517,2,0,0,0,0,0,2,0,0,0,0,0,0,0
518,1,0,0,0,0,0,0,0,1,0,0,0,0,0
519,7,0,0,0,0,0,1,0,0,0,2,0,1,0
520,1,0,0,0,0,0,1,0,0,0,1,0,0,0
521,1,0,0,0,0,0,0,0,0,0,1,0,0,0
522,1,0,0,0,0,0,1,0,0,0,1,0,0,0
523,1,0,0,0,0,0,0,0,3,0,1,0,0,0
524,2,0,0,0,0,0,4,0,2,0,1,0,0,0
525,1,0,0,0,0,0,1,0,2,0,0,0,0,0
526,1,0,0,0,0,0,0,0,1,0,2,0,1,0
527,3,0,0,0,0,0,2,0,0,0,2,0,0,0
528,1,0,0,0,0,0,0,0,0,0,0,0,0,0
529,6,0,0,0,0,0,0,0,0,0,0,0,0,0
530,1,0,0,0,0,0,1,0,0,0,5,0,0,0
531,2,0,0,0,2,0,1,0,0,0,1,0,0,0
532,1,0,0,0,0,0,0,0,0,0,0,0,0,0
533,4,0,0,0,0,0,0,0,1,0,0,0,0,0
534,1,0,0,0,0,0,1,0,0,0,0,0,0,0
535,1,0,0,0,0,0,1,0,0,0,1,0,0,0
536,1,0,0,0,0,0,1,0,0,0,1,0,0,0
537,2,0,0,0,0,0,1,0,0,0,0,0,0,0
538,1,0,0,0,0,0,1,0,0,0,0,0,0,0
539,3,0,0,0,0,0,7,0,1,0,8,0,0,0
540,5,0,0,0,0,0,1,0,0,0,1,0,1,0
541,1,0,0,0,0,0,13,0,0,0,4,0,0,0
542,1,0,0,0,0,0,0,0,0,0,0,0,0,0
543,1,0,0,0,0,0,0,0,1,0,1,0,0,0
544,2,0,0,0,0,0,0,0,1,0,0,0,1,0
545,1,0,0,0,0,0,1,0,0,0,0,0,0,0
546,3,0,0,0,0,0,1,0,0,0,1,0,0,0
547,0,0,0,0,0,0,1,0,0,0,0,0,0,0
548,1,0,0,0,0,0,0,0,1,0,0,0,0,0
549,2,0,0,0,0,0,0,0,0,0,0,0,0,0
550,0,0,0,0,0,0,1,0,0,0,0,0,0,0
551,2,0,0,0,2,0,0,0,0,0,0,0,0,0
552,1,0,0,0,0,0,1,0,0,0,0,0,0,0
553,1,0,0,0,0,0,2,0,0,0,1,0,0,0
554,6,0,0,0,0,0,0,0,0,0,0,0,0,0
555,1,0,0,0,0,0,1,0,0,0,1,0,0,0
556,1,0,0,0,0,0,1,0,0,0,1,0,0,0
557,1,0,0,0,0,0,2,0,0,0,1,0,0,0
558,2,0,0,0,4,0,1,0,0,0,1,0,0,0
559,1,0,0,0,0,0,0,0,0,0,0,0,0,0
560,4,0,0,0,0,0,1,0,1,0,0,0,0,0
561,2,0,0,0,1,0,0,0,0,0,1,0,0,0
562,4,0,0,0,0,0,0,0,2,0,2,0,0,0
563,4,0,0,0,0,0,6,0,0,0,4,0,0,0
564,1,0,0,0,0,0,0,0,1,0,1,0,0,0
565,2,0,0,0,0,0,0,0,1,0,1,0,0,0
566,1,0,0,0,0,0,0,0,1,0,0,0,0,0
567,0,0,0,0,0,0,0,0,1,0,1,0,0,0
568,0,1,0,0,0,0,1,0,0,0,1,0,0,0
569,0,0,0,0,0,0,0,0,1,0,0,0,0,0
570,1,0,0,0,1,0,0,0,1,0,0,0,0,0
571,2,0,0,0,0,0,0,0,1,0,2,0,0,0
572,1,0,0,0,0,0,2,0,0,0,1,0,0,0
573,2,0,0,0,0,0,2,0,0,0,0,0,0,0
574,2,0,0,0,0,0,0,0,1,0,1,0,0,0
575,3,0,0,0,0,0,0,0,0,0,2,0,0,0
576,2,0,0,0,0,0,1,0,0,0,3,0,0,0
577,1,0,0,0,0,0,1,0,0,0,1,0,1,0
578,3,0,0,0,0,0,1,0,1,0,5,0,0,0
579,1,0,0,0,1,0,2,0,0,0,0,0,0,0
580,4,0,0,0,0,0,0,0,0,0,0,0,1,0
581,1,0,0,0,0,0,1,0,0,0,2,0,0,0
582,6,0,0,0,0,0,1,0,0,0,0,0,0,0
583,1,0,0,0,0,0,1,0,0,0,2,0,0,0
584,1,0,0,0,0,0,1,0,1,0,1,0,0,0
585,1,0,0,0,0,0,1,0,0,0,4,0,0,0
586,2,0,0,0,0,0,0,0,0,0,0,0,0,0
587,2,0,0,0,0,0,1,0,0,0,1,0,0,0
588,2,0,0,0,0,0,0,0,1,0,1,0,0,0
589,3,0,0,0,0,0,2,0,0,0,0,0,1,0
590,1,0,0,0,0,0,3,0,0,0,1,0,0,0
591,8,0,0,0,0,0,0,0,1,0,2,0,0,0
592,1,0,0,0,0,0,10,0,3,0,0,0,0,0
593,1,0,0,0,0,0,0,0,0,0,1,0,0,0
594,4,0,0,0,0,0,0,0,1,0,1,0,0,0
595,8,0,0,0,0,0,2,0,0,0,1,0,0,0
596,1,0,0,0,0,0,1,0,1,0,0,0,0,0
597,3,0,0,0,0,0,1,0,0,0,0,0,0,0
598,2,0,0,0,0,0,1,0,0,0,1,0,0,0
599,1,0,0,0,0,0,1,0,0,0,0,0,0,0
600,1,0,0,0,0,0,0,0,3,0,1,0,0,0
601,3,0,0,0,0,0,1,0,0,0,0,0,0,0
602,1,0,0,0,0,0,1,0,0,0,1,0,0,0
603,1,0,0,0,0,0,0,0,1,0,2,0,0,0
604,1,0,0,0,0,0,0,0,1,0,1,0,0,0
605,1,0,0,0,3,0,3,0,0,0,1,0,0,0
606,2,0,0,0,1,0,0,0,1,0,0,0,0,0
607,1,0,0,0,0,0,2,0,0,0,1,0,1,1
608,3,0,0,0,0,0,2,0,0,0,1,0,0,0
609,1,0,0,0,0,0,1,0,0,0,4,0,0,0
610,4,0,0,0,4,0,2,0,0,0,0,0,0,0
611,2,0,0,0,0,0,0,0,1,0,5,0,1,0
612,1,0,0,0,0,0,1,0,0,0,0,0,0,0
613,0,0,0,0,0,0,1,0,0,0,1,0,0,0
614,1,0,0,0,0,0,1,0,0,0,1,0,0,0
615,0,0,0,0,0,0,0,0,2,0,2,0,0,0
616,4,0,0,0,1,0,0,0,0,0,1,0,0,0
617,4,0,0,0,0,0,1,0,0,0,1,0,0,0
618,1,0,0,0,0,0,1,0,0,0,0,0,0,0
619,1,0,0,0,0,0,1,0,0,0,1,0,0,0
620,1,0,0,0,0,0,2,0,1,0,1,0,0,0
621,1,0,0,0,0,0,1,0,0,0,3,0,0,0
622,1,0,0,0,0,0,0,0,1,0,0,0,0,0
623,1,0,0,0,0,0,0,0,1,0,3,0,0,0
624,1,0,0,0,0,0,2,0,0,0,1,0,0,0
625,1,0,0,0,0,0,0,0,1,0,0,0,0,0
626,0,0,0,0,0,0,1,0,0,0,2,0,0,0
627,3,0,0,0,0,0,0,0,0,0,2,0,0,0
628,6,0,0,0,0,0,1,0,0,0,1,0,0,0
629,3,0,0,0,1,0,1,0,0,0,5,0,0,0
630,0,0,0,0,7,0,2,0,3,0,0,0,0,0
631,2,0,0,0,0,0,1,0,0,0,0,0,0,0
632,3,0,0,0,0,0,0,0,2,0,0,0,0,0
633,1,0,0,0,0,0,0,0,1,0,1,0,0,0
634,5,0,0,0,1,0,0,0,1,0,0,0,0,0
635,1,0,0,0,0,0,1,0,0,0,0,0,0,0
636,2,0,0,0,0,0,1,0,0,0,0,0,0,0
637,1,0,0,0,3,0,3,0,0,0,1,0,0,0
638,1,0,0,0,0,0,1,0,0,0,0,0,0,0
639,1,0,0,0,0,0,0,0,0,0,2,0,0,0
640,0,0,0,0,2,0,0,0,0,0,0,0,0,0
641,1,0,0,0,0,0,1,0,1,0,1,0,0,0
642,1,0,0,0,0,0,0,0,1,0,2,0,0,0
643,2,0,0,0,0,0,0,0,0,0,1,0,0,0
644,1,0,0,0,0,0,12,0,0,0,1,0,0,0
645,4,0,0,0,0,0,3,0,0,0,0,0,0,0
646,1,0,0,0,0,0,1,0,0,0,2,0,0,0
647,1,0,0,0,0,0,1,0,1,0,0,0,0,0
648,0,0,0,0,2,0,1,0,0,0,1,0,0,0
649,1,0,0,0,0,0,0,0,1,0,1,0,0,0
650,2,0,0,0,0,0,1,0,0,0,0,0,0,0
651,2,0,0,0,0,0,2,0,0,0,1,0,0,0
652,1,0,0,0,0,0,4,0,0,0,1,0,0,0
653,4,0,0,0,0,0,2,0,1,0,0,0,2,0
654,1,0,0,0,0,0,1,0,0,0,0,0,0,0
655,2,0,0,0,0,0,1,0,0,0,1,0,0,0
656,1,0,0,0,3,0,1,0,0,0,11,0,0,1
657,1,0,0,0,0,0,4,0,0,0,0,0,0,0
658,1,0,0,0,0,0,0,0,3,0,0,0,0,0
659,1,0,0,0,0,0,1,0,0,0,1,0,0,0
660,1,0,0,0,0,0,0,0,1,0,1,0,0,0
661,1,0,0,0,0,0,1,0,0,0,1,0,0,0
662,2,0,0,0,0,0,0,0,0,0,1,0,1,0
663,1,0,0,0,0,0,1,0,0,0,5,0,0,0
664,3,0,0,0,0,0,0,0,0,0,0,0,0,0
665,2,0,0,0,0,0,1,0,0,0,2,0,1,0
666,6,0,0,0,0,0,2,0,0,0,2,0,2,0
667,1,0,0,0,0,0,1,0,0,0,1,0,0,0
668,2,0,0,0,0,0,1,0,0,0,1,0,0,0
669,1,0,0,0,0,0,0,0,1,0,1,0,0,0
670,1,0,0,0,0,0,1,0,0,0,0,0,0,0
671,1,0,0,0,0,0,1,0,0,0,0,0,0,0
672,5,0,0,0,0,0,0,0,1,0,0,0,0,0
673,1,0,0,0,0,0,2,0,0,0,0,0,0,0
674,1,0,0,0,0,0,3,0,0,0,0,0,0,0
675,1,0,0,0,0,0,1,0,0,0,1,0,0,0
676,1,0,0,0,0,0,1,1,0,0,0,0,0,0
677,1,0,0,0,0,0,0,0,1,0,0,0,1,0
678,2,0,0,0,0,0,3,0,0,0,2,0,0,0
679,1,0,0,0,0,0,1,0,0,0,1,0,2,0
680,3,0,0,0,0,0,0,0,1,0,1,0,0,0
681,0,0,0,0,0,0,9,0,1,0,0,0,0,0
682,1,0,0,0,0,0,1,0,0,0,0,0,0,0
683,5,0,0,0,0,0,4,0,0,0,0,0,1,0
684,5,0,0,0,0,0,0,0,1,0,3,0,1,1
685,2,0,0,0,0,0,1,0,1,0,0,0,0,0
686,1,0,0,0,0,0,1,0,0,0,0,0,0,0
687,1,0,0,0,0,0,1,0,1,0,0,0,0,0
688,1,0,0,0,1,0,1,0,0,0,3,0,0,0
689,2,0,0,0,0,0,0,0,2,0,1,0,0,0
690,3,0,0,0,0,0,1,0,0,0,1,0,0,0
691,2,0,0,0,0,0,1,0,0,0,0,0,0,0
692,1,0,0,0,0,0,5,0,0,0,1,0,0,0
693,1,0,0,0,0,0,1,0,0,0,1,0,0,0
694,3,0,0,0,0,0,0,0,1,0,2,0,1,1
695,1,0,0,0,0,0,3,0,0,0,0,0,0,0
696,0,0,0,0,0,0,2,0,0,0,0,0,0,0
697,1,0,0,0,0,0,1,0,0,0,0,0,1,0
698,4,0,0,0,0,0,1,0,0,0,1,0,0,0
699,2,0,0,0,3,0,0,0,1,0,1,0,0,0
700,8,0,0,0,0,0,0,0,1,0,2,0,0,0
701,1,0,0,0,0,0,1,0,0,0,0,0,0,0
702,1,0,0,0,0,0,2,0,0,0,1,0,0,0
703,3,0,0,0,0,0,0,0,0,0,0,0,0,0
704,1,0,0,0,0,0,1,0,0,0,0,0,0,0
705,1,0,0,0,0,0,0,0,1,0,0,0,0,0
706,6,0,0,0,0,0,1,0,0,0,0,0,0,0
707,1,0,0,0,1,0,0,0,0,0,1,0,0,0
708,1,0,0,0,0,0,1,0,0,0,2,0,0,0
709,2,0,0,0,0,0,1,0,0,0,1,0,0,0
710,2,0,0,0,0,0,1,0,0,0,1,0,0,0
711,7,0,0,0,0,0,1,0,0,0,1,0,0,0
712,2,0,0,0,0,0,1,0,0,0,0,0,0,0
713,1,0,0,0,0,0,0,0,1,0,0,0,0,0
714,1,0,0,0,0,0,4,0,0,0,0,0,0,0
715,1,0,0,0,0,0,1,0,0,0,0,0,0,0
716,1,0,0,0,0,0,0,0,0,0,2,0,0,0
717,6,0,0,0,0,0,0,0,1,0,0,0,0,0
718,1,0,0,0,0,0,7,0,0,0,2,0,0,0
719,2,0,0,0,0,0,1,0,0,0,3,0,0,0
720,3,0,0,0,0,0,0,0,1,0,4,0,0,0
721,3,0,0,0,2,0,0,0,2,0,1,0,1,0
722,2,0,0,0,0,0,0,0,1,0,0,0,0,0
723,1,0,0,0,0,0,1,0,0,0,0,0,0,0
724,1,0,0,0,0,0,3,0,7,0,2,0,0,0
725,2,0,0,0,0,0,1,0,19,1,19,0,0,0
726,1,0,0,0,0,0,0,0,0,0,0,0,0,0
727,1,0,0,0,0,0,0,0,0,0,0,0,0,0
728,1,0,0,0,0,0,2,0,0,0,1,0,0,0
729,2,0,0,0,0,0,0,0,1,0,2,0,0,0
730,1,0,0,0,0,0,0,0,0,0,1,0,0,0
731,0,0,0,0,1,0,2,0,1,0,1,0,0,0
732,0,0,0,0,0,0,3,0,0,0,0,0,0,0
733,5,0,0,0,0,0,0,0,0,0,0,0,0,0
734,3,0,0,0,0,0,1,0,0,0,2,0,0,0
735,3,0,0,0,0,0,1,0,1,0,1,0,0,0
736,1,0,0,0,0,0,0,0,0,0,1,0,0,0
737,2,0,0,0,0,0,1,0,0,0,3,0,0,0
738,3,0,0,0,0,0,2,0,0,0,1,0,0,1
739,2,0,0,0,0,0,3,0,0,0,0,0,0,0
740,1,0,0,0,0,0,1,0,0,0,0,0,0,0
741,2,0,0,0,0,0,0,0,0,0,1,0,0,0
742,1,0,0,0,0,0,1,0,0,0,2,0,0,0
743,1,0,0,0,0,0,2,0,0,0,1,0,1,0
744,1,0,0,0,0,0,4,0,0,0,0,0,0,0
745,1,0,0,0,0,0,1,0,0,0,0,0,0,0
746,1,0,0,0,1,0,0,0,1,0,0,0,0,0
747,4,0,0,0,0,0,2,0,0,0,0,0,0,0
748,1,0,0,0,0,0,1,0,1,0,0,0,0,0
749,1,0,0,0,0,0,4,0,0,0,1,0,0,0
750,2,0,0,0,0,0,5,0,0,0,1,0,0,0
751,1,0,0,0,0,0,1,0,0,0,1,0,0,0
752,9,0,0,0,0,0,2,0,0,0,0,0,0,0
753,1,0,0,0,0,0,0,0,1,0,3,0,0,0
754,2,0,0,0,0,0,0,0,0,0,0,0,0,0
755,0,0,0,0,0,0,3,0,0,0,2,0,0,0
756,1,0,0,0,0,0,2,0,0,0,4,0,0,0
757,1,0,0,0,0,0,0,0,2,0,0,0,0,0
758,3,0,0,0,0,0,0,0,1,0,0,0,0,0
759,2,0,0,0,0,0,0,0,0,0,0,0,0,0
760,1,0,0,0,0,0,0,0,0,0,0,0,0,0
761,0,0,0,0,0,0,1,0,0,0,0,0,0,0
762,2,0,0,0,0,0,2,0,0,0,1,0,0,0
763,1,0,0,0,0,0,0,0,0,0,1,0,0,0
764,1,0,0,0,0,0,0,0,1,0,1,0,0,0
765,2,0,0,0,0,0,1,0,0,0,1,0,0,0
766,1,0,0,0,0,0,2,0,0,0,1,0,0,0
767,5,0,0,0,0,0,0,0,1,0,1,0,0,0
768,1,0,0,0,0,0,1,0,0,0,1,0,0,0
769,2,0,0,0,0,0,1,0,0,0,0,0,0,0
770,1,0,0,0,0,0,1,0,0,0,0,0,0,0
771,3,0,0,0,0,0,1,0,0,0,0,0,1,0
772,0,0,0,0,0,0,1,0,1,0,9,0,0,2
773,4,0,0,0,0,0,1,0,0,0,0,0,0,0
774,1,0,0,0,0,0,1,0,0,0,0,0,0,0
775,3,0,0,0,4,0,0,0,1,0,1,0,0,0
776,1,0,0,0,0,0,0,0,0,0,0,0,0,0
777,3,0,0,0,0,0,1,0,0,0,1,0,0,0
778,5,0,0,0,0,0,1,0,0,0,6,0,0,0
779,1,0,0,0,0,0,1,0,0,0,1,0,0,0
780,1,0,0,0,0,0,0,0,3,0,0,0,0,0
781,2,0,0,0,0,0,1,0,1,0,1,0,0,0
782,0,0,0,0,0,0,1,0,0,0,3,0,0,0
783,1,0,0,0,0,0,3,0,0,0,1,0,0,0
784,1,0,0,0,0,0,1,0,0,0,1,0,1,0
785,1,0,0,0,0,0,0,0,0,0,0,0,0,0
786,1,0,0,0,0,0,1,0,0,0,0,0,0,0
787,1,0,0,0,0,0,1,0,0,0,1,0,0,0
788,1,0,0,0,0,0,1,0,0,0,0,0,0,0
789,1,0,0,0,0,0,1,0,0,0,0,0,0,0
790,6,0,0,0,0,0,1,0,0,0,0,0,0,0
791,0,0,0,0,1,0,1,0,0,0,1,0,0,0
792,1,0,0,0,0,0,2,0,0,0,2,0,0,0
793,1,0,0,0,0,0,1,0,0,0,0,0,0,0
794,1,0,0,0,0,0,2,0,0,0,3,0,1,0
795,3,0,0,0,0,0,0,0,1,0,2,0,0,0
796,2,0,0,0,0,0,1,0,0,0,0,0,0,0
797,1,0,0,0,0,0,1,0,0,0,1,0,0,0
798,1,0,0,0,0,0,0,0,1,0,1,0,0,0
799,2,0,0,0,0,0,3,0,0,0,1,0,0,0
800,1,0,0,0,0,0,0,0,1,0,0,0,0,0
801,2,0,0,0,2,0,1,0,0,0,0,0,0,0
802,2,0,0,0,0,0,0,0,1,0,1,0,0,0
803,1,0,0,0,0,0,1,0,0,0,11,0,0,1
804,1,0,0,0,0,0,0,0,0,0,2,0,0,0
805,3,0,0,0,0,0,1,0,0,0,2,0,0,0
806,1,0,0,0,0,0,1,0,0,0,2,0,0,0
807,7,0,0,0,3,0,0,0,2,0,1,0,0,0
808,3,0,0,0,0,0,0,0,1,0,0,0,0,0
809,1,0,0,0,1,0,1,0,0,0,3,0,2,0
810,1,0,0,0,0,0,1,0,0,0,4,0,0,0
811,1,0,0,0,0,0,2,0,1,0,1,0,0,0
812,6,0,0,0,0,0,0,0,1,0,1,0,0,0
813,1,0,0,0,0,0,0,0,1,0,1,0,0,0
814,1,0,0,0,0,0,0,0,1,0,1,0,0,0
815,3,0,0,0,0,0,1,0,0,0,5,0,0,0
816,1,0,0,0,0,0,2,0,0,0,2,0,0,0
817,1,0,0,0,0,0,1,0,0,0,0,0,0,0
818,1,0,0,0,0,0,0,0,1,0,0,0,0,0
819,3,0,0,0,1,0,1,0,0,0,1,0,0,0
820,1,0,0,0,0,0,0,0,2,0,0,0,1,0
821,1,0,0,0,0,0,1,0,0,0,0,0,0,0
822,1,0,0,0,0,0,0,0,0,0,2,0,0,0
823,3,0,0,0,0,0,1,0,0,0,1,0,0,0
824,5,0,0,0,0,0,0,0,1,0,0,0,0,0
825,1,0,0,0,0,0,2,0,2,0,0,0,0,0
826,2,0,0,0,0,0,3,0,0,0,1,0,0,0
827,1,0,0,0,0,0,1,0,0,0,2,0,0,0
828,5,0,0,0,0,0,0,0,0,0,1,0,0,0
829,0,0,0,0,0,0,0,0,1,0,1,0,1,0
830,4,0,0,0,0,0,2,0,2,0,1,0,0,0
831,1,0,0,0,2,0,1,0,0,0,1,0,0,0
832,2,0,0,0,0,0,1,0,0,0,0,0,0,0
833,1,0,0,0,0,0,4,0,0,0,0,0,0,0
834,0,0,0,0,0,0,0,0,1,0,0,0,0,0
835,1,0,0,0,0,0,0,0,1,0,1,0,0,0
836,2,0,0,0,0,0,1,0,0,0,1,0,0,0
837,1,0,0,0,0,0,1,0,0,0,1,0,0,0
838,1,0,0,0,0,0,3,0,0,0,1,0,0,0
839,4,0,0,0,0,0,1,0,0,0,1,0,0,0
840,1,0,0,0,0,0,0,0,1,0,1,0,0,0
841,1,0,0,0,0,0,1,0,0,0,0,0,0,0
842,1,0,0,0,2,0,1,0,0,0,1,0,0,0
843,1,0,0,0,0,0,1,0,0,0,2,0,0,0
844,2,0,0,0,1,0,0,0,2,0,0,0,0,0
845,1,0,0,0,0,0,0,0,3,0,1,0,0,0
846,1,0,0,0,0,0,0,0,1,0,3,0,0,0
847,1,0,0,0,0,0,1,0,1,0,0,0,0,0
848,2,0,0,0,0,0,1,0,3,0,1,0,0,0
849,1,0,0,0,0,0,1,0,0,0,0,0,0,0
850,1,0,0,0,0,0,0,0,0,0,1,0,0,0
851,0,0,0,0,3,0,0,0,0,0,0,0,0,0
852,4,0,1,0,0,0,0,0,3,0,1,0,0,0
853,4,0,0,0,1,0,0,0,1,0,5,0,0,0
854,1,0,0,0,0,0,1,0,0,0,0,0,0,0
855,2,0,0,0,0,0,2,0,0,0,0,0,0,0
856,2,0,0,0,0,0,7,0,0,0,0,0,0,0
857,1,0,0,0,1,0,1,0,0,0,0,0,0,0
858,1,0,0,0,0,0,1,0,0,0,0,0,0,0
859,1,0,0,0,0,0,2,0,1,0,1,0,0,0
860,0,0,0,0,0,0,1,0,0,0,3,0,0,0
861,2,0,0,0,1,0,1,0,0,0,1,0,0,0
862,3,0,0,0,1,0,1,0,1,0,2,0,0,0
863,1,0,0,0,0,0,1,0,0,0,0,0,0,0
864,4,0,0,0,0,0,1,0,0,0,2,0,0,0
865,0,0,0,0,9,0,1,0,0,0,0,0,0,0
866,0,0,0,0,0,0,0,0,0,0,2,0,0,0
867,1,0,0,0,0,0,0,0,1,0,1,0,0,0
868,5,0,0,0,0,0,1,0,1,0,1,0,0,0
869,4,0,0,0,0,0,0,0,1,0,0,0,0,0
870,2,0,0,0,0,0,7,0,0,0,6,0,0,0
871,0,0,0,0,0,0,0,0,0,0,0,0,0,0
872,1,0,0,0,1,0,0,0,1,0,2,0,0,0
873,3,0,0,0,0,0,1,0,0,0,1,0,0,0
874,2,0,0,0,0,0,1,0,0,0,1,0,0,0
875,3,0,0,0,0,0,1,0,0,0,1,0,0,0
876,2,0,0,0,0,0,0,0,0,0,0,0,0,0
877,6,0,0,0,1,0,1,0,0,0,0,0,0,0
878,0,0,0,0,0,0,1,0,0,0,1,0,0,0
879,1,0,0,0,0,0,0,0,1,0,1,0,0,0
880,3,0,0,0,0,0,0,0,0,0,2,0,0,0
881,2,0,0,0,0,0,0,0,1,0,0,0,0,0
882,3,0,0,0,1,0,1,0,0,0,0,0,1,0
883,5,0,0,0,0,0,1,0,0,0,0,0,0,0
884,4,0,0,0,2,0,1,0,0,0,1,0,0,0
885,1,0,0,0,0,0,1,0,0,0,2,0,0,0
886,1,0,0,0,0,0,1,0,0,0,0,0,0,0
887,0,0,0,0,0,0,0,0,0,0,1,0,0,0
888,1,0,0,0,0,0,3,0,3,0,0,0,0,0
889,5,0,0,0,0,0,0,0,1,0,1,0,0,0
890,1,0,0,0,0,0,2,0,0,0,2,0,2,0
891,4,0,0,0,1,0,0,0,1,0,0,0,0,0
892,1,0,0,0,0,0,1,0,0,0,0,0,0,0
893,7,0,0,0,2,0,2,0,0,0,0,0,0,0
894,1,0,0,0,1,0,0,0,1,0,0,0,0,0
895,2,0,0,0,0,0,1,0,1,0,1,0,0,0
896,1,0,0,0,2,0,0,0,2,0,1,0,0,0
897,1,0,0,0,2,0,1,0,0,0,0,0,0,0
898,1,0,0,0,0,0,3,0,0,0,2,0,0,0
899,14,0,0,0,0,0,2,0,0,0,1,0,0,0
900,0,0,0,0,0,0,0,0,1,0,0,0,0,0
901,1,0,0,0,0,0,1,0,0,0,0,0,0,0
902,5,0,0,0,0,0,2,0,0,0,0,0,0,0
903,2,0,0,0,0,0,0,0,0,0,3,0,0,0
904,0,0,0,0,0,0,1,0,0,0,0,0,0,0
905,1,0,0,0,0,0,0,0,0,0,3,0,0,0
906,1,0,0,0,0,0,2,0,0,0,2,0,0,0
907,2,0,0,0,1,0,2,0,0,0,3,0,0,0
908,3,0,0,0,0,0,0,0,0,0,0,0,0,0
909,0,0,0,0,0,0,6,0,0,0,0,0,0,0
910,1,0,0,0,0,0,0,0,2,0,1,0,0,0
911,3,0,0,0,0,0,1,0,0,0,2,0,0,0
912,1,0,0,0,0,0,1,0,0,0,1,0,0,0
913,1,0,0,0,0,0,1,0,0,0,1,0,0,0
914,6,0,0,0,0,0,1,0,0,0,1,0,0,0
